CU_Name,CU_acro,DU_ID,CU_ID,Pop_Name,Pop_ID,Year,EstClass,TotalInfilled,StartYear,UseYear
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,1985,RELATIVE ABUNDANCE (TYPE-4),1492,1986,FALSE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,1986,RELATIVE ABUNDANCE (TYPE-4),4469,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,1987,RELATIVE ABUNDANCE (TYPE-4),17271,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,1988,RELATIVE ABUNDANCE (TYPE-4),14466,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,1989,RELATIVE ABUNDANCE (TYPE-4),3333,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,1990,RELATIVE ABUNDANCE (TYPE-4),1795,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,1991,RELATIVE ABUNDANCE (TYPE-4),9353,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,1992,RELATIVE ABUNDANCE (TYPE-4),38177,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,1993,RELATIVE ABUNDANCE (TYPE-4),20182,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,1994,RELATIVE ABUNDANCE (TYPE-4),8237,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,1995,RELATIVE ABUNDANCE (TYPE-4),31825,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,1996,RELATIVE ABUNDANCE (TYPE-4),24268,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,1997,RELATIVE ABUNDANCE (TYPE-4),82805,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,1998,RELATIVE ABUNDANCE (TYPE-4),81512,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,1999,RELATIVE ABUNDANCE (TYPE-4),77251,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,2000,TRUE ABUNDANCE (TYPE-2),71401,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,2001,RELATIVE ABUNDANCE (TYPE-4),71734,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,2002,RELATIVE ABUNDANCE (TYPE-4),63476,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,2003,RELATIVE ABUNDANCE (TYPE-4),55126,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,2004,RELATIVE ABUNDANCE (TYPE-4),56828,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,2005,RELATIVE ABUNDANCE (TYPE-4),33900,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,2006,RELATIVE ABUNDANCE (TYPE-4),48392,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,2007,RELATIVE ABUNDANCE (TYPE-4),26196,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,2008,RELATIVE ABUNDANCE (TYPE-4),41797,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,2009,RELATIVE ABUNDANCE (TYPE-4),15188,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,2010,RELATIVE ABUNDANCE (TYPE-4),81141,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,2011,RELATIVE ABUNDANCE (TYPE-4),52574,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,2012,RELATIVE ABUNDANCE (TYPE-4),20286,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,2013,RELATIVE ABUNDANCE (TYPE-4),46456,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,2014,RELATIVE ABUNDANCE (TYPE-4),50630,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,2015,RELATIVE ABUNDANCE (TYPE-4),27140,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,2016,RELATIVE ABUNDANCE (TYPE-4),35202,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,2017,RELATIVE ABUNDANCE (TYPE-4),21008,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,2018,RELATIVE ABUNDANCE (TYPE-4),18992,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,2019,RELATIVE ABUNDANCE (TYPE-4),72349,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,2020,RELATIVE ABUNDANCE (TYPE-4),37595,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,2021,RELATIVE ABUNDANCE (TYPE-4),55052,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,2022,RELATIVE ABUNDANCE (TYPE-4),58522,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,2023,RELATIVE ABUNDANCE (TYPE-3),83665,1986,TRUE
Fraser-Harrison fall transplant_FA_0.3,Chil_transp_FA,DU_TBD6,CK-9008,CHILLIWACK/VEDDER RIVER,696,2024,QualFiltered,NA,1986,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1975,QualFiltered,NA,1995,FALSE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1976,QualFiltered,NA,1995,FALSE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1977,QualFiltered,NA,1995,FALSE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1978,QualFiltered,NA,1995,FALSE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1979,QualFiltered,NA,1995,FALSE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1980,QualFiltered,NA,1995,FALSE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1981,QualFiltered,NA,1995,FALSE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1982,QualFiltered,NA,1995,FALSE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1983,QualFiltered,NA,1995,FALSE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1984,QualFiltered,NA,1995,FALSE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1985,QualFiltered,NA,1995,FALSE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1986,QualFiltered,NA,1995,FALSE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1987,QualFiltered,NA,1995,FALSE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1988,QualFiltered,NA,1995,FALSE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1989,QualFiltered,NA,1995,FALSE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1990,QualFiltered,NA,1995,FALSE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1991,QualFiltered,NA,1995,FALSE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1992,QualFiltered,NA,1995,FALSE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1993,QualFiltered,NA,1995,FALSE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1994,QualFiltered,NA,1995,FALSE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1995,INFILL,1.134782609,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1996,INFILL,1.702734997,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1997,INFILL,1.493627191,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1998,RELATIVE ABUNDANCE (TYPE-4),2,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1999,INFILL,2.421880237,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2000,RELATIVE ABUNDANCE (TYPE-4),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2001,RELATIVE ABUNDANCE (TYPE-3),5,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2002,RELATIVE ABUNDANCE (TYPE-3),3,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2003,RELATIVE ABUNDANCE (TYPE-3),2,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2004,RELATIVE ABUNDANCE (TYPE-3),8,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2005,RELATIVE ABUNDANCE (TYPE-4),3,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2006,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2007,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2008,RELATIVE ABUNDANCE (TYPE-4),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2009,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2010,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2011,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2012,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2013,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2014,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2015,RELATIVE ABUNDANCE (TYPE-4),2,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2016,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2017,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2018,RELATIVE ABUNDANCE (TYPE-4),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2019,RELATIVE ABUNDANCE (TYPE-4),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2020,QualFiltered,NA,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2021,RELATIVE ABUNDANCE (TYPE-4),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2022,RELATIVE ABUNDANCE (TYPE-4),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2023,RELATIVE ABUNDANCE (TYPE-4),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2024,RELATIVE ABUNDANCE (TYPE-4),0,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,1975,QualFiltered,NA,1995,FALSE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,1976,QualFiltered,NA,1995,FALSE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,1977,QualFiltered,NA,1995,FALSE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,1978,QualFiltered,NA,1995,FALSE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,1979,QualFiltered,NA,1995,FALSE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,1980,QualFiltered,NA,1995,FALSE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,1981,QualFiltered,NA,1995,FALSE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,1982,QualFiltered,NA,1995,FALSE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,1983,QualFiltered,NA,1995,FALSE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,1984,QualFiltered,NA,1995,FALSE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,1985,QualFiltered,NA,1995,FALSE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,1986,QualFiltered,NA,1995,FALSE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,1987,QualFiltered,NA,1995,FALSE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,1988,QualFiltered,NA,1995,FALSE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,1989,QualFiltered,NA,1995,FALSE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,1990,QualFiltered,NA,1995,FALSE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,1991,QualFiltered,NA,1995,FALSE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,1992,QualFiltered,NA,1995,FALSE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,1993,QualFiltered,NA,1995,FALSE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,1994,QualFiltered,NA,1995,FALSE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,1995,QualFiltered,NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,1996,QualFiltered,NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,1997,QualFiltered,NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,1998,RELATIVE ABUNDANCE (TYPE-4),NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,1999,QualFiltered,NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,2000,RELATIVE ABUNDANCE (TYPE-4),NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,2001,RELATIVE ABUNDANCE (TYPE-4),NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,2002,QualFiltered,NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,2003,RELATIVE ABUNDANCE (TYPE-4),NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,2004,RELATIVE ABUNDANCE (TYPE-4),NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,2005,RELATIVE ABUNDANCE (TYPE-4),NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,2006,RELATIVE ABUNDANCE (TYPE-4),NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,2007,RELATIVE ABUNDANCE (TYPE-4),NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,2008,RELATIVE ABUNDANCE (TYPE-4),NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,2009,RELATIVE ABUNDANCE (TYPE-4),NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,2010,RELATIVE ABUNDANCE (TYPE-4),NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,2011,RELATIVE ABUNDANCE (TYPE-4),NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,2012,RELATIVE ABUNDANCE (TYPE-4),NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,2013,RELATIVE ABUNDANCE (TYPE-4),NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,2014,RELATIVE ABUNDANCE (TYPE-4),NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,2015,RELATIVE ABUNDANCE (TYPE-4),NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,2016,RELATIVE ABUNDANCE (TYPE-4),NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,2017,RELATIVE ABUNDANCE (TYPE-4),NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,2018,RELATIVE ABUNDANCE (TYPE-4),NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,2019,QualFiltered,NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,2020,QualFiltered,NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,2021,QualFiltered,NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,2022,QualFiltered,NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,EAST TWIN CREEK,926,2023,RELATIVE ABUNDANCE (TYPE-4),NA,1995,TRUE
Upper Fraser River_SP_1.3,UFR-spring,DU11,CK-12,HOLLIDAY CREEK,1207,1975,QualFiltered,NA,1995,FALSE
